K_1	K_2	mean_K	sd_K	tot_K	H_1	H_2	Hsd_1	Hsd_2	mean_H	sd_H	tot_H	GW_1	GW_2	GWsd_1	GWsd_2	mean_GW	sd_GW	tot_GW	NGW_1	NGW_2	NGWsd_1	NGWsd_2	mean_NGW	sd_NGW	R_1	R_2	Rsd_1	Rsd_2	mean_R	sd_R	tot_R	FST_2_1	DMUSQ_2_1		NPOP1	NPOP2	RSANC	T1	MUTRATE	GEOM
15.9	12.8	14.35	2.19203	26.5	0.938306	0.896282	0.0155066	0.0382446	0.917294	0.0297157	0.9482	0.603754	0.654659	0.180178	0.1207	0.629207	0.0359952	0.523588	0.340554	0.256556	0.219175	0.115863	0.298555	0.0593955	27.3	19	8.79457	3.82971	23.15	5.86899	68.7	0.0677711	5064.39		92732	151876	75.0658703	229455	3.72717e-04	0.2990149
19.8	15.5	17.65	3.04056	32.6	0.963105	0.912179	0.009411	0.0333237	0.937642	0.0360097	0.962637	0.445377	0.678385	0.147981	0.177464	0.561881	0.164762	0.451284	0.294245	0.216298	0.188654	0.111334	0.255272	0.0551167	60.2	24.2	62.3873	11.2921	42.2	25.4558	99.2	0.0562594	4428.75		116887	29008	1.2840702	30733	8.94830e-04	0.1930682
19.1	17.2	18.15	1.3435	33.8	0.957258	0.937308	0.0198179	0.0152828	0.947283	0.014107	0.96831	0.449184	0.598016	0.240407	0.283071	0.5236	0.10524	0.379945	0.219227	0.200375	0.0951395	0.0933738	0.209801	0.0133305	55.2	42.3	35.1593	37.789	48.75	9.12168	99.2	0.0446935	3164.28		37024	46584	91.4927499	104205	9.66427e-04	0.1404674
20	17.9	18.95	1.48492	36.3	0.960484	0.93641	0.0179625	0.0207887	0.948447	0.0170226	0.970149	0.268447	0.536817	0.152314	0.3059	0.402632	0.189766	0.327164	0.182526	0.161399	0.0675182	0.0517906	0.171963	0.0149392	99.3	49.8	58.8936	38.9923	74.55	35.0018	120.8	0.0464	2478.06		13814	27657	0.6385719	126978	4.96256e-04	0.2328753
25	25.1	25.05	0.0707107	48.4	0.981452	0.971795	0.00592008	0.00991232	0.976623	0.00682835	0.986228	0.0833339	0.128341	0.0367954	0.0936716	0.105838	0.0318249	0.150473	0.0772295	0.0786006	0.0291539	0.0334431	0.0779151	0.000969538	362.8	295.4	186.523	211.837	329.1	47.659	379	0.0203566	14281		83897	112908	50.2245141	52427	6.65693e-04	0.2485764
13	21.1	17.05	5.72756	31.9	0.905645	0.957051	0.0334107	0.0120457	0.931348	0.0363496	0.963732	0.490646	0.20368	0.251143	0.182679	0.347163	0.202915	0.255169	0.116797	0.18296	0.125004	0.188654	0.149879	0.0467843	39.7	146	33.9347	73.127	92.85	75.1655	174.9	0.0592107	12736.1		175182	73447	79.1518509	95156	8.24504e-04	0.2797647
5.1	10.7	7.9	3.9598	14.2	0.705847	0.871923	0.0921187	0.037575	0.788885	0.117434	0.882786	0.808095	0.860241	0.155422	0.133622	0.834168	0.0368723	0.587311	0.215703	0.482463	0.128529	0.29639	0.349083	0.188628	5.6	11.9	2.1187	3.87155	8.75	4.45477	31.9	0.174322	1051.6		10605	152178	90.2130508	69097	3.32472e-04	0.2256096
21.5	21.4	21.45	0.0707107	40.5	0.968145	0.959487	0.0172337	0.0145199	0.963816	0.00612212	0.979538	0.290023	0.302885	0.174081	0.233524	0.296454	0.00909456	0.238731	0.127598	0.128387	0.0318896	0.0426631	0.127992	0.00055764	95.5	114.3	46.2151	69.4727	104.9	13.2936	176.8	0.0325228	4841.98		184532	71012	2.3679331	32601	4.66108e-04	0.1474316
14.4	16.2	15.3	1.27279	28.4	0.922379	0.929359	0.0304169	0.0229615	0.925869	0.00493556	0.960016	0.738582	0.609177	0.1644	0.226131	0.673879	0.0915028	0.54378	0.291214	0.317388	0.178537	0.169162	0.304301	0.0185082	20.1	35.7	8.45182	35.2012	27.9	11.0309	66.9	0.0678202	2556.33		171273	99540	54.9595540	206035	7.16309e-04	0.2422133
17	17.4	17.2	0.282843	32.9	0.941734	0.939487	0.0272894	0.0141839	0.940611	0.00158865	0.967879	0.201649	0.344928	0.0901576	0.294783	0.273288	0.101314	0.304038	0.159377	0.160166	0.0675473	0.0567214	0.159771	0.000557977	105.9	89.8	72.846	74.644	97.85	11.3844	126.4	0.0549735	1061.83		102761	19385	96.7766763	123735	1.93318e-04	0.1808390
11.5	9.4	10.45	1.48492	20.5	0.90121	0.838974	0.0162684	0.0652636	0.870092	0.044007	0.931455	0.700816	0.820715	0.187043	0.117264	0.760765	0.0847808	0.710011	0.401379	0.322376	0.106414	0.0740623	0.361878	0.0558634	16.4	10.6	4.55095	2.319	13.5	4.10122	29.2	0.130135	238.472		188510	164709	24.2570460	208769	7.90462e-04	0.1510193
13.8	28.7	21.25	10.5359	40.7	0.925605	0.980769	0.0129078	0.0046027	0.953187	0.0390071	0.978326	0.133642	0.137411	0.0857458	0.06553	0.135526	0.00266538	0.179251	0.0612977	0.124889	0.0289146	0.0568023	0.0930932	0.0449656	157.9	255.7	115.941	128.674	206.8	69.155	271	0.0438931	6169.16		108589	166011	20.9037870	223255	9.50715e-04	0.2451078
16	11.6	13.8	3.11127	25.9	0.94375	0.892051	0.0167459	0.0274291	0.917901	0.0365565	0.9518	0.619191	0.766468	0.248435	0.175668	0.69283	0.104141	0.570554	0.372404	0.258894	0.204591	0.119997	0.315649	0.0802637	30.2	15.2	16.3693	5.51362	22.7	10.6066	55	0.0744447	1881.55		69273	114273	58.8348400	70379	7.91606e-04	0.2458436
19.3	21.7	20.5	1.69706	38.8	0.952016	0.958974	0.0268111	0.0177235	0.955495	0.00492021	0.975665	0.388298	0.462597	0.200349	0.283077	0.425448	0.0525373	0.369738	0.197271	0.212217	0.175382	0.183864	0.204744	0.0105683	68.6	122.6	54.39	147.602	95.6	38.1838	191.4	0.0396661	23558.9		30247	64612	59.6600125	39258	1.16391e-04	0.1448706
20.6	18.2	19.4	1.69706	35.3	0.967339	0.944103	0.012348	0.0182934	0.955721	0.0164304	0.97234	0.449353	0.540424	0.149316	0.12677	0.494889	0.0643965	0.46564	0.292968	0.250749	0.188527	0.141857	0.271859	0.0298533	52.1	34.8	29.0649	10.6124	43.45	12.2329	102.3	0.036191	7610.51		160091	10573	12.4511472	244317	5.90166e-04	0.2099816
17.9	15.8	16.85	1.48492	31.8	0.949194	0.926667	0.0158693	0.0166041	0.93793	0.0159289	0.964828	0.386604	0.606643	0.205117	0.125232	0.496623	0.155591	0.463386	0.271182	0.234168	0.136654	0.0912104	0.252675	0.0261727	59.1	26.2	30.4392	6.97296	42.65	23.2638	73.3	0.056683	1148.33		71285	44593	55.1858583	29721	3.25675e-04	0.2065525
14.3	12.2	13.25	1.48492	25.4	0.929435	0.896795	0.0183801	0.0304005	0.913115	0.0230804	0.952152	0.543327	0.773654	0.207016	0.196117	0.65849	0.162866	0.480533	0.283916	0.236955	0.176653	0.145561	0.260436	0.0332064	36	16.1	37.1603	6.83862	26.05	14.0714	74.5	0.0822577	4078.14		56473	70358	76.6457513	209926	3.38799e-04	0.2355138
21.3	19.6	20.45	1.20208	37.4	0.971371	0.94859	0.00759141	0.0200304	0.95998	0.0161088	0.975822	0.296037	0.558127	0.152472	0.245757	0.427082	0.185326	0.333722	0.19824	0.181994	0.131976	0.13469	0.190117	0.0114875	91	49.1	46.8805	43.355	70.05	29.6278	148.5	0.0344769	12931.7		17360	106761	90.0903034	134390	8.07749e-04	0.1920870
9.5	19.4	14.45	7.00036	28.6	0.847984	0.951538	0.0525072	0.0189755	0.899761	0.0732242	0.955321	0.793942	0.352384	0.157361	0.230767	0.573163	0.312228	0.282741	0.0963469	0.190169	0.0556952	0.0911748	0.143258	0.0663422	11.7	77.6	5.49848	48.5116	44.65	46.5983	122.7	0.098655	7855.3		182150	92288	97.2056400	248429	9.04776e-04	0.2107557
19.7	21.7	20.7	1.41421	39.6	0.960081	0.957179	0.0133667	0.0105928	0.95863	0.00205143	0.977582	0.446865	0.271379	0.172693	0.186734	0.359122	0.124087	0.274146	0.137228	0.150519	0.065321	0.0641439	0.143874	0.00939786	61.9	116.6	62.7543	74.6432	89.25	38.6787	167.6	0.0383047	5181.75		9712	144016	27.1717193	74839	6.09403e-04	0.1468835
11.7	13.7	12.7	1.41421	23.7	0.895968	0.89859	0.0330629	0.0320567	0.897279	0.00185404	0.944366	0.600723	0.620394	0.252424	0.202648	0.610558	0.0139095	0.53571	0.273535	0.317488	0.137496	0.143574	0.295511	0.0310795	23.7	25.5	14.2677	16.5278	24.6	1.27279	56.7	0.0945648	2805.3		194620	38330	6.3630520	112089	6.54222e-04	0.1535340
17.5	20.4	18.95	2.05061	33.7	0.95	0.952949	0.018326	0.00844058	0.951474	0.00208506	0.970305	0.434157	0.513224	0.212919	0.227043	0.47369	0.0559086	0.449335	0.238547	0.28064	0.127822	0.148053	0.259594	0.0297639	51.3	53.1	32.3833	40.3332	52.2	1.27279	92.4	0.0376842	2632.47		127874	162511	67.0294519	47978	4.73768e-04	0.1616033
13.6	12.9	13.25	0.494975	23.6	0.926411	0.890769	0.0224758	0.0217638	0.90859	0.0252027	0.944092	0.500709	0.662728	0.22297	0.262963	0.581719	0.114565	0.453776	0.281623	0.259572	0.194014	0.161673	0.270598	0.0155924	32.2	23.7	17.6623	15.6493	27.95	6.01041	61.3	0.076372	1008.89		163720	137958	35.0732748	160796	2.52257e-04	0.1928867
2.1	18.5	10.3	11.5966	20.6	0.280242	0.935	0.223098	0.030297	0.607621	0.462984	0.840493	1	0.536926	0	0.251479	0.768463	0.327442	0.336139	0.0364503	0.299688	0.0244929	0.147056	0.168069	0.186137	1.375	49.2	0.517549	38.3892	25.2875	33.8174	71.8	0.376981	1854.31		35335	16175	78.0770901	228155	4.67867e-04	0.1620423
15.4	20.6	18	3.67696	35.1	0.928427	0.954487	0.0242728	0.0128241	0.941457	0.018427	0.971049	0.145623	0.145498	0.087791	0.0540557	0.145561	8.84303e-05	0.210386	0.0921548	0.12286	0.0407746	0.0448646	0.107507	0.0217119	142.4	165.3	80.0419	82.153	153.85	16.1927	189.2	0.056169	1772.3		115406	33054	15.9128358	62068	4.64665e-04	0.2966160
9.7	19.4	14.55	6.85894	26.5	0.836089	0.949872	0.0794209	0.0141407	0.89298	0.0804568	0.945149	0.809993	0.544371	0.151052	0.219946	0.677182	0.187823	0.502194	0.214574	0.374858	0.158001	0.199863	0.294716	0.113338	11.7	47.4	5.3965	39.1385	29.55	25.2437	69.6	0.0920489	2918.37		178724	93962	68.1239031	174469	4.65938e-04	0.2914632
16.7	25.5	21.1	6.22254	41.7	0.945766	0.973974	0.0259142	0.00702338	0.95987	0.0199462	0.981025	0.586129	0.197229	0.156988	0.13978	0.391679	0.274994	0.23914	0.094593	0.154751	0.0744696	0.130987	0.124672	0.0425385	29.9	231.8	12.1788	205.968	130.85	142.765	278	0.039005	52925.2		171825	79402	18.2989687	91904	3.85305e-04	0.1643909
8.4	15.6	12	5.09117	22.5	0.817137	0.927692	0.0740715	0.0186493	0.872415	0.0781743	0.93705	0.722199	0.58378	0.174168	0.257908	0.65299	0.0978769	0.48453	0.193556	0.347071	0.0984222	0.184498	0.270314	0.108552	12	33.8	7.16473	22.15	22.9	15.4149	57.5	0.117017	2205.08		56905	166074	68.0455780	40556	6.25850e-04	0.2167969
12.1	14.5	13.3	1.69706	24.6	0.903427	0.918846	0.0270233	0.0228706	0.911137	0.0109027	0.952465	0.610523	0.727284	0.121828	0.172651	0.668904	0.0825623	0.627425	0.317606	0.375087	0.116809	0.121093	0.346346	0.0406454	19.6	20.2	5.31664	7.0993	19.9	0.424264	40.5	0.0813544	571.741		195394	176658	56.0940695	49051	8.34693e-04	0.2165847
15.7	8	11.85	5.44472	22.2	0.942137	0.821154	0.0153852	0.0378887	0.881645	0.0855481	0.929264	0.581329	0.860698	0.201339	0.15206	0.721013	0.197544	0.51423	0.373453	0.195738	0.189398	0.103986	0.284595	0.125664	30	8.7	13.9762	3.0203	19.35	15.0614	53.1	0.110707	1827.67		68235	100758	51.0090817	114826	9.82419e-04	0.2316972
7.1	20.2	13.65	9.2631	26.8	0.809879	0.948718	0.051551	0.0210489	0.879298	0.0981739	0.945618	0.762855	0.48769	0.15809	0.309073	0.625273	0.194571	0.292854	0.083077	0.216284	0.0610506	0.132353	0.149681	0.0941917	8.6	81.5	1.83787	79.3365	45.05	51.5481	129.6	0.116146	8603.11		81781	48572	62.9592840	108904	8.06609e-04	0.1186687
14.3	23.3	18.8	6.36396	35.1	0.934274	0.963333	0.0108447	0.0124329	0.948804	0.0205479	0.971635	0.646681	0.268146	0.112128	0.194027	0.457414	0.267665	0.320866	0.149126	0.223775	0.135217	0.175111	0.18645	0.0527848	21.7	182.5	4.94526	177.103	102.1	113.703	202.5	0.0425852	13551.6		4866	197645	0.9312997	88344	1.17337e-04	0.2170379
14.2	11.7	12.95	1.76777	24.1	0.921371	0.887051	0.028017	0.0363647	0.904211	0.0242677	0.944523	0.395911	0.601888	0.256414	0.257716	0.498899	0.145648	0.45098	0.278059	0.239586	0.159011	0.161774	0.258822	0.0272046	55.5	26.1	44.2047	22.2084	40.8	20.7889	69.6	0.0855543	1733.28		97546	58677	51.9570075	176617	1.77931e-04	0.2651636
17.5	22	19.75	3.18198	32.3	0.947177	0.959359	0.0154072	0.014693	0.953268	0.00861366	0.96698	0.493048	0.559213	0.126492	0.20703	0.526131	0.0467857	0.619892	0.344068	0.432291	0.129661	0.172972	0.388179	0.0623829	37.2	46.2	12.7436	24.7602	41.7	6.36396	57.9	0.0265217	373.767		193876	14747	65.4849541	195958	2.65856e-04	0.2493395
10.3	12.7	11.5	1.69706	21	0.870766	0.904872	0.04639	0.0311221	0.887819	0.0241163	0.938185	0.601473	0.56696	0.312876	0.336339	0.584217	0.024405	0.507046	0.25689	0.304115	0.155369	0.131865	0.280503	0.0333932	26.7	35.7	25.5084	31.4185	31.2	6.36396	49.2	0.0980103	456.366		114936	130252	84.0004992	94367	8.91267e-04	0.1626508
15.6	21.6	18.6	4.24264	32.5	0.937903	0.958974	0.0220201	0.014742	0.948439	0.0148995	0.967997	0.52524	0.576452	0.160134	0.213005	0.550846	0.0362121	0.62865	0.309411	0.428336	0.12047	0.155524	0.368874	0.0840926	32.7	47	16.7202	34.0196	39.85	10.1116	58.8	0.03716	283.036		186700	174179	38.7556918	227810	3.50280e-04	0.2463632
17.6	21.4	19.5	2.68701	37.2	0.950806	0.960513	0.0169536	0.00847836	0.95566	0.00686344	0.976721	0.607755	0.476604	0.10494	0.115388	0.542179	0.0927378	0.35013	0.170185	0.206477	0.083088	0.105703	0.188331	0.0256622	29	47.3	7.6449	17.0167	38.15	12.9401	140.9	0.0410667	20332.9		166912	198228	31.0834909	26477	9.84294e-04	0.2516919
17	22.7	19.85	4.03051	38.4	0.950202	0.964615	0.0152378	0.009308	0.957408	0.0101921	0.9777	0.647438	0.273942	0.210387	0.200516	0.46069	0.264102	0.253527	0.120642	0.152771	0.0975058	0.105207	0.136707	0.0227189	29.5	192.5	16.0503	240.85	111	115.258	238.7	0.0389868	59626		122962	180746	22.8494333	205243	9.30348e-04	0.1139255
13.4	15	14.2	1.13137	27.3	0.917137	0.919615	0.02191	0.0235938	0.918376	0.00175241	0.954421	0.641675	0.56145	0.208102	0.269139	0.601563	0.056728	0.523467	0.273849	0.297021	0.160494	0.128767	0.285435	0.0163847	22.1	35.3	8.64677	24.5721	28.7	9.33381	58.3	0.0724027	1351.02		1790	137982	66.3587888	70392	5.68040e-04	0.2334424
13.1	20.3	16.7	5.09117	32.9	0.918952	0.95359	0.0264549	0.0132382	0.936271	0.0244929	0.969171	0.672612	0.523481	0.190765	0.29011	0.598047	0.105452	0.391371	0.151521	0.242221	0.0799228	0.141719	0.196871	0.0641346	22	91.1	15.6063	122.498	56.55	48.8611	129.4	0.0617449	7405.65		145030	107601	85.5001133	188839	1.85338e-04	0.1106611
18.1	17.8	17.95	0.212132	33.4	0.951008	0.935	0.0293407	0.0246759	0.943004	0.0113194	0.967371	0.372572	0.507538	0.228846	0.207761	0.440055	0.0954353	0.403591	0.222997	0.212648	0.133316	0.122586	0.217823	0.0073177	78.6	42.7	67.8302	25.9446	60.65	25.3851	113.5	0.0508619	4548.53		51846	6637	67.7489452	25595	3.69083e-04	0.1521607
19.8	18.5	19.15	0.919239	36.9	0.965121	0.944615	0.00685682	0.0132244	0.954868	0.0144996	0.974218	0.425928	0.538923	0.204569	0.218795	0.482426	0.0798992	0.343748	0.187852	0.181865	0.108944	0.116955	0.184859	0.00423343	59.7	46.1	36.4724	43.2035	52.9	9.61665	132.1	0.0411975	10505.4		194116	116800	6.4707919	186648	7.76122e-04	0.1033925
22.3	20.5	21.4	1.27279	39.9	0.974194	0.956026	0.00949461	0.0142514	0.96511	0.0128467	0.978404	0.270083	0.372868	0.142038	0.204795	0.321476	0.0726802	0.360591	0.20262	0.188677	0.0680237	0.0802639	0.195648	0.0098591	101.6	68.8	45.6757	33.5288	85.2	23.1931	118.3	0.0288306	2154.27		163490	55993	40.9781380	126940	3.15793e-04	0.2034146
15.7	9.2	12.45	4.59619	19.7	0.941129	0.846923	0.0130936	0.0569297	0.894026	0.0666137	0.9232	0.67939	0.792276	0.130902	0.135465	0.735833	0.0798222	0.717689	0.574099	0.339927	0.0856639	0.100018	0.457013	0.165585	23	11	6.59966	3.49603	17	8.48528	26.7	0.0720586	84.4881		4434	7434	79.6122203	50157	2.92130e-04	0.2651760
15.6	26.8	21.2	7.9196	41.1	0.928831	0.973333	0.0237803	0.00677859	0.951082	0.0314682	0.976917	0.621202	0.263639	0.094891	0.191246	0.442421	0.252835	0.254274	0.102435	0.170014	0.0929248	0.129237	0.136224	0.0477853	24.8	164.6	6.33859	118.818	94.7	98.8535	224.6	0.046505	26892.1		10972	180163	19.3458259	111591	6.42158e-04	0.1034571
19.9	26.6	23.25	4.73762	41.5	0.961089	0.972564	0.0101053	0.0112613	0.966826	0.00811433	0.978521	0.238436	0.257346	0.108124	0.141143	0.247891	0.0133709	0.356739	0.175924	0.234577	0.09216	0.12571	0.20525	0.0414738	104.3	137	58.439	73.598	120.65	23.1224	144.2	0.0222768	1936.23		152273	50212	92.6532708	158273	3.29790e-04	0.2931172
14	18	16	2.82843	29.3	0.908065	0.942692	0.0415929	0.0135821	0.925378	0.0244855	0.960915	0.387098	0.30562	0.293305	0.172794	0.346359	0.0576137	0.360615	0.174951	0.226296	0.107245	0.148365	0.200623	0.036307	60.6	80.7	43.7473	50.6383	70.65	14.2128	104	0.0673913	1591.36		188225	67069	49.4010559	199452	6.05181e-04	0.1811072
14.3	4.9	9.6	6.6468	18.1	0.921169	0.690385	0.0274709	0.0650816	0.805777	0.163189	0.881338	0.503019	0.938095	0.220968	0.10481	0.720557	0.307645	0.570023	0.457847	0.161498	0.189497	0.078485	0.309672	0.20955	34.5	4.3	18.6979	0.823273	19.4	21.3546	36.9	0.182737	456.371		9684	194355	89.3667002	149142	9.89440e-04	0.2388328
21.4	11.4	16.4	7.07107	28.6	0.973387	0.88641	0.0117866	0.0370599	0.929899	0.0615019	0.951056	0.447849	0.757086	0.121488	0.226288	0.602468	0.218663	0.567201	0.428066	0.231323	0.107414	0.0649781	0.329695	0.139118	50.7	15.6	18.2699	6.46701	33.15	24.8194	52.3	0.0533965	396.212		122603	164867	34.4465107	130780	2.13201e-04	0.1155070
16.1	18.6	17.35	1.76777	32.7	0.931653	0.938462	0.0260879	0.012576	0.935057	0.0048142	0.966236	0.165601	0.193894	0.0846679	0.109597	0.179747	0.0200059	0.224781	0.108884	0.126558	0.0543337	0.059783	0.117721	0.0124975	125.1	123.4	72.1964	63.36	124.25	1.20208	167.9	0.0616729	3194.71		58482	1734	10.6269440	44154	7.72591e-04	0.1666790
19.9	10.5	15.2	6.6468	28.9	0.956653	0.852051	0.0236889	0.053677	0.904352	0.0739647	0.943897	0.414113	0.826839	0.156571	0.0829463	0.620476	0.291841	0.479135	0.330117	0.177345	0.111222	0.068072	0.253731	0.108026	57.1	11.8	30.2231	2.69979	34.45	32.0319	66.1	0.0918865	974.368		64009	127147	8.9923318	90085	2.41415e-04	0.1691420
21	23	22	1.41421	41.9	0.967137	0.962436	0.0138724	0.0172329	0.964786	0.00332425	0.97989	0.306052	0.502344	0.179284	0.188387	0.404198	0.138799	0.261974	0.141144	0.147482	0.129938	0.123981	0.144313	0.00448171	115.9	60.6	96.5372	56.0619	88.25	39.103	276.3	0.0308447	65156.6		193806	169135	38.6011689	218045	5.18324e-04	0.2091212
17.2	24.1	20.65	4.87904	38.3	0.948992	0.968718	0.0140985	0.011502	0.958855	0.0139484	0.977621	0.298129	0.259632	0.206474	0.0991762	0.278881	0.0272217	0.337147	0.154322	0.215112	0.0727464	0.10358	0.184717	0.0429848	81.7	100.9	45.3531	31.2533	91.3	13.5765	124	0.0353929	1080.88		180859	39566	69.2322044	98342	9.87429e-04	0.1271885
3.6	14.6	9.1	7.77817	17.1	0.571169	0.924615	0.203428	0.0223435	0.747892	0.249924	0.883451	0.793333	0.62943	0.21591	0.272873	0.711381	0.115897	0.530949	0.109454	0.449732	0.0391454	0.16466	0.279593	0.240613	3.7	28.3	1.1595	16.846	16	17.3948	35.3	0.23072	335.427		106810	9338	79.4606100	49355	6.73775e-04	0.1538006
13.6	10.9	12.25	1.90919	22.8	0.915726	0.856154	0.0237945	0.0835397	0.88594	0.0421237	0.936385	0.644904	0.606754	0.271688	0.274593	0.625829	0.0269761	0.554296	0.335771	0.261114	0.14463	0.0956719	0.298442	0.0527904	25.5	29.8	15.2552	39.4681	27.65	3.04056	49.4	0.108609	330.143		139545	25225	16.0939355	168382	4.91679e-04	0.2819224
17.9	21.2	19.55	2.33345	36	0.94879	0.954872	0.0199405	0.0139109	0.951831	0.00430025	0.972848	0.191591	0.248779	0.131477	0.15603	0.220185	0.040438	0.259687	0.130172	0.162404	0.059992	0.0888291	0.146288	0.0227912	153.2	115.8	118.239	68.6615	134.5	26.4458	181.1	0.0415467	2603.51		199313	19190	94.9067970	168095	3.79487e-04	0.1031413
23.1	27.7	25.4	3.25269	49.3	0.975605	0.976923	0.0138529	0.00781011	0.976264	0.000932135	0.986894	0.155606	0.23534	0.160632	0.153117	0.195473	0.0563806	0.145294	0.0679224	0.0817784	0.0238505	0.0275564	0.0748504	0.00979762	271	219	161.76	256.728	245	36.7696	395.1	0.0211302	22633.6		100306	170117	27.9545333	152730	6.09139e-04	0.2704647
16.5	23.9	20.2	5.23259	38.7	0.944758	0.960897	0.0175299	0.0196046	0.952828	0.0114123	0.975469	0.157899	0.181421	0.153774	0.0854249	0.16966	0.0166326	0.206529	0.0873283	0.128656	0.0201839	0.0346655	0.107992	0.0292233	152.3	157.4	73.2288	70.5427	154.85	3.60624	198.7	0.0434963	1513.15		32152	113364	2.9760808	78134	8.49348e-04	0.2713552
1.7	22.6	12.15	14.7785	24.3	0.108468	0.959487	0.140869	0.0206389	0.533977	0.601762	0.814632	0.916667	0.296883	0.204124	0.171293	0.606775	0.438253	0.268633	0.0224725	0.24616	0.0217718	0.130052	0.134316	0.158171	1.5	115.1	0.83666	98.436	58.3	80.3273	126.9	0.442978	3923.19		76053	33357	84.7335626	130507	6.84939e-04	0.2675421
22.5	17.9	20.2	3.25269	39.1	0.971976	0.943718	0.0120762	0.0171415	0.957847	0.0199813	0.9759	0.127182	0.689962	0.0835605	0.220041	0.408572	0.397945	0.171855	0.096721	0.079358	0.0339502	0.0378255	0.0880395	0.0122775	227.5	40.1	122.635	55.7942	133.8	132.512	263.8	0.0394512	13998.6		67431	44919	68.6525181	127116	9.80854e-04	0.1282842
16.2	12.2	14.2	2.82843	25.4	0.941935	0.882821	0.0319457	0.0380951	0.912378	0.0418006	0.942293	0.555513	0.764047	0.230148	0.167312	0.65978	0.147456	0.619936	0.412706	0.313017	0.202905	0.154505	0.362862	0.0704908	36	16.3	23.1613	7.6165	26.15	13.93	45.9	0.0681523	329.843		168900	23789	56.6168203	209108	3.63043e-04	0.2224963
13.5	5.9	9.7	5.37401	18	0.915323	0.740128	0.027447	0.0545405	0.827725	0.123881	0.896479	0.571045	0.870064	0.202236	0.156078	0.720555	0.211438	0.420873	0.32453	0.144865	0.171296	0.0915755	0.234698	0.127042	26.8	6	13.315	2.70801	16.4	14.7078	50.6	0.161316	1845.89		77114	67595	16.7852884	127631	5.44021e-04	0.1258513
23.4	27.1	25.25	2.6163	44.8	0.978427	0.978974	0.00823356	0.0072322	0.978701	0.000386745	0.985133	0.212217	0.27941	0.0503312	0.136486	0.245813	0.0475128	0.336929	0.176845	0.203371	0.0407672	0.0432959	0.190108	0.0187565	115.9	112.1	33.2113	40.9103	114	2.68701	138.8	0.0128911	841.283		151221	73553	19.8974337	98274	5.12483e-04	0.2599634
13.5	16.5	15	2.12132	28.4	0.918548	0.930769	0.0300276	0.0262534	0.924659	0.00864144	0.960446	0.692251	0.613623	0.177309	0.201832	0.652937	0.0555986	0.544732	0.255781	0.324355	0.100696	0.166109	0.290068	0.0484889	20.6	29.7	10.222	15.0115	25.15	6.43467	61.5	0.0703901	2095.06		186442	94726	43.9251745	184075	6.92677e-04	0.1587556
24	15.4	19.7	6.08112	36.9	0.979032	0.916667	0.0111324	0.0256695	0.947849	0.0440991	0.968271	0.180064	0.360091	0.0761983	0.231289	0.270077	0.127298	0.266361	0.175242	0.112198	0.0791069	0.0505408	0.14372	0.0445783	147.6	67.3	47.2586	51.1578	107.45	56.7807	154.2	0.0482725	967.413		13130	175624	52.9421067	54430	4.09339e-04	0.2396120
9.8	17.1	13.45	5.16188	25.6	0.868952	0.936795	0.0477671	0.0165958	0.902873	0.0479724	0.951017	0.541512	0.291683	0.284942	0.208175	0.416598	0.176656	0.309471	0.126924	0.201429	0.110099	0.136321	0.164177	0.0526829	27.3	95.6	26.5206	71.5622	61.45	48.2954	122.1	0.0888273	4793.62		126125	32811	68.2773263	210250	1.66901e-04	0.1872906
22.5	18.2	20.35	3.04056	37.9	0.970766	0.946795	0.0175312	0.00917063	0.958781	0.0169502	0.974452	0.302051	0.565635	0.164328	0.227239	0.433843	0.186382	0.36134	0.220037	0.19857	0.158101	0.179901	0.209303	0.01518	107.9	42.5	75.2011	36.1517	75.2	46.2448	149.6	0.0343236	11317.7		19357	158599	36.7775852	183400	8.00054e-04	0.1065584
23.7	27.3	25.5	2.54558	48.5	0.979032	0.976282	0.00902642	0.00668226	0.977657	0.00194469	0.986854	0.267014	0.339417	0.185187	0.10448	0.303216	0.0511972	0.233114	0.118899	0.135049	0.0657508	0.0730965	0.126974	0.0114194	143.4	89	101.702	37.2827	116.2	38.4666	244.3	0.0187513	18788.5		184927	181326	72.7201273	56571	8.29354e-04	0.1712307
